"Date","Price","Open","High","Low","Vol.","Change %"
"17-01-2023","6.7687","6.7425","6.7904","6.7346","","0.39%"
"16-01-2023","6.7425","6.7074","6.7483","6.6969","","0.53%"
"13-01-2023","6.7069","6.7263","6.7493","6.7049","","-0.27%"
"12-01-2023","6.7251","6.7677","6.7738","6.7249","","-0.60%"
"11-01-2023","6.7657","6.7849","6.7976","6.7620","","-0.27%"
"10-01-2023","6.7840","6.7818","6.7996","6.7579","","0.03%"
"09-01-2023","6.7817","6.8308","6.8316","6.7657","","-0.71%"
"06-01-2023","6.8303","6.8917","6.8917","6.8235","","-0.88%"
"05-01-2023","6.8910","6.8991","6.9032","6.8704","","-0.11%"
"04-01-2023","6.8989","6.9240","6.9251","6.8800","","-0.35%"
"03-01-2023","6.9233","6.9268","6.9397","6.8787","","-0.05%"
"02-01-2023","6.9266","6.9229","6.9325","6.9125","","0.05%"
"30-12-2022","6.9229","6.9739","6.9771","6.9049","","-0.71%"
"29-12-2022","6.9725","6.9952","6.9991","6.9679","","-0.32%"
"28-12-2022","6.9948","6.9683","7.0028","6.9643","","0.39%"
"27-12-2022","6.9677","6.9754","6.9784","6.9567","","-0.10%"
"26-12-2022","6.9747","7.0045","7.0096","6.9736","","-0.42%"
"23-12-2022","7.0042","7.0096","7.0131","6.9884","","-0.06%"
"22-12-2022","7.0085","6.9866","7.0159","6.9749","","0.33%"
"21-12-2022","6.9856","6.9606","6.9966","6.9601","","0.38%"
"20-12-2022","6.9593","6.9862","6.9971","6.9563","","-0.38%"
"19-12-2022","6.9860","6.9788","6.9907","6.9695","","0.13%"
"16-12-2022","6.9769","6.9914","6.9961","6.9654","","-0.19%"
"15-12-2022","6.9901","6.9433","7.0004","6.9426","","0.68%"
"14-12-2022","6.9432","6.9634","6.9719","6.9381","","-0.28%"
"13-12-2022","6.9630","6.9894","7.0028","6.9458","","-0.37%"
"12-12-2022","6.9888","6.9721","6.9981","6.9663","","0.24%"
"09-12-2022","6.9721","6.9605","6.9768","6.9416","","0.17%"
"08-12-2022","6.9601","6.9611","6.9801","6.9565","","-0.01%"
"07-12-2022","6.9610","6.9820","6.9925","6.9510","","-0.29%"
"06-12-2022","6.9809","6.9745","7.0006","6.9498","","0.10%"
"05-12-2022","6.9739","7.0184","7.0189","6.9294","","-0.62%"
"02-12-2022","7.0176","7.0381","7.0723","7.0049","","-0.29%"
"01-12-2022","7.0377","7.0466","7.0915","7.0248","","-0.10%"
"30-11-2022","7.0449","7.1428","7.1606","7.0439","","-1.37%"
"29-11-2022","7.1429","7.2474","7.2496","7.1339","","-1.44%"
"28-11-2022","7.2471","7.1955","7.2577","7.1955","","0.71%"
"25-11-2022","7.1957","7.1695","7.2120","7.1493","","0.38%"
"24-11-2022","7.1686","7.1537","7.1706","7.1331","","0.23%"
"23-11-2022","7.1525","7.1368","7.1835","7.1257","","0.24%"
"22-11-2022","7.1355","7.1788","7.1792","7.1316","","-0.60%"
"21-11-2022","7.1787","7.1252","7.1869","7.1220","","0.77%"
"18-11-2022","7.1238","7.1474","7.1624","7.1134","","-0.31%"
"17-11-2022","7.1462","7.1076","7.1792","7.0880","","0.55%"
"16-11-2022","7.1072","7.0485","7.1118","7.0448","","0.87%"
"15-11-2022","7.0460","7.0416","7.0622","7.0219","","0.07%"
"14-11-2022","7.0413","7.0890","7.1029","7.0188","","-0.67%"
"11-11-2022","7.0885","7.1523","7.1900","7.0575","","-0.87%"
"10-11-2022","7.1510","7.2737","7.2799","7.1496","","-1.66%"
"09-11-2022","7.2715","7.2298","7.2801","7.2298","","0.56%"
"08-11-2022","7.2310","7.2304","7.2758","7.2161","","0.02%"
"07-11-2022","7.2293","7.1926","7.2598","7.1926","","0.75%"
"04-11-2022","7.1752","7.3316","7.3396","7.1718","","-2.10%"
"03-11-2022","7.3293","7.3446","7.3541","7.3110","","-0.21%"
"02-11-2022","7.3445","7.3085","7.3489","7.2610","","0.51%"
"01-11-2022","7.3075","7.3364","7.3551","7.2594","","-0.38%"
"31-10-2022","7.3356","7.2762","7.3395","7.2723","","0.91%"
"28-10-2022","7.2698","7.2505","7.2844","7.2248","","0.28%"
"27-10-2022","7.2496","7.1873","7.2693","7.1661","","0.89%"
"26-10-2022","7.1859","7.3141","7.3418","7.1820","","-1.75%"
"25-10-2022","7.3140","7.3266","7.3753","7.3026","","-0.16%"
"24-10-2022","7.3255","7.2344","7.3323","7.2340","","1.34%"
"21-10-2022","7.2284","7.2562","7.2840","7.2192","","-0.38%"
"20-10-2022","7.2562","7.2682","7.2792","7.2211","","-0.16%"
"19-10-2022","7.2679","7.2241","7.2750","7.2110","","0.61%"
"18-10-2022","7.2235","7.2083","7.2339","7.1935","","0.22%"
"17-10-2022","7.2079","7.2168","7.2242","7.1897","","-0.12%"
